"periode_data","tahun","nama_provinsi","nama_kabupaten_kota","nama_kecamatan","nama_kelurahan","jenis_kelamin","usia","jumlah"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Laki-laki","65","385"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET","Laki-laki","65","367"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Laki-laki","65","796"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Laki-laki","65","640"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Laki-laki","65","212"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Laki-laki","65","175"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Laki-laki","65","407"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Laki-laki","65","443"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","PELA MAMPANG","Laki-laki","65","1062"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","TEGAL PARANG","Laki-laki","65","610"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT","Laki-laki","65","261"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PASAR MINGGU","Laki-laki","65","926"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","JATI PADANG","Laki-laki","65","921"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","CILANDAK TIMUR","Laki-laki","65","433"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","RAGUNAN","Laki-laki","65","933"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN TIMUR","Laki-laki","65","1168"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN BARAT","Laki-laki","65","907"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","KEBAGUSAN","Laki-laki","65","682"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","KEBAYORAN LAMA UTARA","Laki-laki","65","902"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","PONDOK PINANG","Laki-laki","65","1712"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","CIPULIR","Laki-laki","65","847"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL UTARA","Laki-laki","65","1102"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL SELATAN","Laki-laki","65","1004"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","KEBAYORAN LAMA SELATAN","Laki-laki","65","1014"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","CILANDAK BARAT","Laki-laki","65","1477"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","LEBAK BULUS","Laki-laki","65","975"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","PONDOK LABU","Laki-laki","65","1191"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","GANDARIA SELATAN","Laki-laki","65","599"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","CILANDAK","CIPETE SELATAN","Laki-laki","65","736"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","MELAWAI","Laki-laki","65","149"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","GUNUNG","Laki-laki","65","397"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","KRAMAT PELA","Laki-laki","65","406"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SELONG","Laki-laki","65","191"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","RAWA BARAT","Laki-laki","65","261"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SENAYAN","Laki-laki","65","130"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PULO","Laki-laki","65","292"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PETOGOGAN","Laki-laki","65","423"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","GANDARIA UTARA","Laki-laki","65","1165"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","CIPETE UTARA","Laki-laki","65","734"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PANCORAN","Laki-laki","65","422"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","KALIBATA","Laki-laki","65","1024"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","RAWA JATI","Laki-laki","65","479"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","DUREN TIGA","Laki-laki","65","793"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","PENGADEGAN","Laki-laki","65","525"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PANCORAN","CIKOKO","Laki-laki","65","258"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","JAGAKARSA","Laki-laki","65","1030"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","SRENGSENG SAWAH","Laki-laki","65","1212"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIGANJUR","Laki-laki","65","556"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","LENTENG AGUNG","Laki-laki","65","910"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","TANJUNG BARAT","Laki-laki","65","742"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","JAGAKARSA","CIPEDAK","Laki-laki","65","533"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PESANGGRAHAN","Laki-laki","65","652"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","BINTARO","Laki-laki","65","1218"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN UTARA","Laki-laki","65","938"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","PETUKANGAN SELATAN","Laki-laki","65","713"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA SELATAN","PESANGGRAHAN","ULUJAMI","Laki-laki","65","782"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA TIMUR","MATRAMAN","PISANGAN BARU","Laki-laki","65","944"
"2015","2015","PROVINSI DKI JAKARTA","KAB ADM KEP SERIBU","KEPULAUAN SERIBU UTARA","PULAU PANGGANG","Laki-laki","65","108"
"2015","2015","PROVINSI DKI JAKARTA","KAB ADM KEP SERIBU","KEPULAUAN SERIBU UTARA","PULAU KELAPA","Laki-laki","65","91"
"2015","2015","PROVINSI DKI JAKARTA","KAB ADM KEP SERIBU","KEPULAUAN SERIBU UTARA","PULAU HARAPAN","Laki-laki","65","54"
"2015","2015","PROVINSI DKI JAKARTA","KAB ADM KEP SERIBU","KEPULAUAN SERIBU SELATAN","PULAU UNTUNG JAWA","Laki-laki","65","46"
"2015","2015","PROVINSI DKI JAKARTA","KAB ADM KEP SERIBU","KEPULAUAN SERIBU SELATAN","PULAU TIDUNG","Laki-laki","65","89"
"2015","2015","PROVINSI DKI JAKARTA","KAB ADM KEP SERIBU","KEPULAUAN SERIBU SELATAN","PULAU PARI","Laki-laki","65","45"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","GAMBIR","Laki-laki","65","114"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","CIDENG","Laki-laki","65","859"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO UTARA","Laki-laki","65","785"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO SELATAN","Laki-laki","65","633"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","KEBON KELAPA","Laki-laki","65","525"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","GAMBIR","DURI PULO","Laki-laki","65","684"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","PASAR BARU","Laki-laki","65","775"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARANG ANYAR","Laki-laki","65","980"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARTINI","Laki-laki","65","1033"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","GUNUNG SAHARI UTARA","Laki-laki","65","894"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","MANGGA DUA SELATAN","Laki-laki","65","946"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEMAYORAN","Laki-laki","65","742"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEBON KOSONG","Laki-laki","65","721"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","HARAPAN MULIA","Laki-laki","65","705"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SERDANG","Laki-laki","65","962"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","GUNUNG SAHARI SELATAN","Laki-laki","65","773"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","CEMPAKA BARU","Laki-laki","65","1075"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SUMUR BATU","Laki-laki","65","784"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","UTAN PANJANG","Laki-laki","65","767"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","SENEN","Laki-laki","65","224"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KENARI","Laki-laki","65","362"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","PASEBAN","Laki-laki","65","731"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KRAMAT","Laki-laki","65","863"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","KWITANG","Laki-laki","65","592"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","SENEN","BUNGUR","Laki-laki","65","675"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH TIMUR","Laki-laki","65","1043"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH BARAT","Laki-laki","65","1114"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","RAWASARI","Laki-laki","65","698"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","MENTENG","Laki-laki","65","895"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","PEGANGSAAN","Laki-laki","65","732"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","CIKINI","Laki-laki","65","288"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","GONDANGDIA","Laki-laki","65","323"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","MENTENG","KEBON SIRIH","Laki-laki","65","442"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","GELORA","Laki-laki","65","115"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA PUSAT","TANAH ABANG","BENDUNGAN HILIR","Laki-laki","65","866"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","KEAGUNGAN","Perempuan","65","420"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","GLODOK","Perempuan","65","413"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMAN SARI","PINANGSIA","Perempuan","65","363"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","TAMBORA","Perempuan","65","305"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","KALI ANYAR","Perempuan","65","406"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","DURI UTARA","Perempuan","65","487"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Perempuan","65","739"
"2015","2015","PROVINSI DKI JAKARTA","JAKARTA BARAT","TAMBORA","KERENDANG","Perempuan","65","384"
